chr1	10001	177417
chr1	227418	267719
chr1	317720	471368
chr1	521369	2634220
chr1	2684221	3845268
chr1	3995269	13052998
chr1	13102999	13219912
chr1	13319913	13557162
chr1	13607163	17125658
chr1	17175659	29878082
chr1	30028083	103863906
chr1	103913907	120697156
chr1	120747157	120936695
chr1	121086696	121485434
chr1	142535435	142731022
chr1	142781023	142967761
chr1	143117762	143292816
chr1	143342817	143544525
chr1	143644526	143771002
chr1	143871003	144095783
chr1	144145784	144224481
chr1	144274482	144401744
chr1	144451745	144622413
chr1	144672414	144710724
chr1	144810725	145833118
chr1	145883119	146164650
chr1	146214651	146253299
chr1	146303300	148026038
chr1	148176039	148361358
chr1	148511359	148684147
chr1	148734148	148954460
chr1	149004461	149459645
chr1	149509646	205922707
chr1	206072708	206332221
chr1	206482222	223747846
chr1	223797847	235192211
chr1	235242212	248908210
chr1	249058211	249240621
chr10	60001	17974675
chr10	18024676	37412173
chr10	37412175	38818835
chr10	38868836	39154935
chr10	42354936	42546687
chr10	42596688	46426964
chr10	46476965	47429169
chr10	47529170	47792476
chr10	47892477	48055707
chr10	48105708	49095536
chr10	49195537	51137410
chr10	51187411	51398845
chr10	51448846	54900228
chr10	54900231	60027702
chr10	60027704	61482805
chr10	61482807	64321063
chr10	64321065	64321065
chr10	64321067	64340155
chr10	64340157	116065824
chr10	116065826	125869472
chr10	125919473	128616069
chr10	128766070	133381404
chr10	133431405	133677527
chr10	133727528	135524747
chr11	60001	1162759
chr11	1212760	50783853
chr11	51090854	51594205
chr11	54694206	69089801
chr11	69139802	69724695
chr11	69774696	87688378
chr11	87738379	96287584
chr11	96437585	134946516
chr12	60001	95739
chr12	145740	6910467
chr12	6910469	6910703
chr12	6910705	7189876
chr12	7239877	34856694
chr12	37856695	109373470
chr12	109423471	121965036
chr12	121965237	122530623
chr12	122580624	123928080
chr12	123928281	123960721
chr12	123960822	132706992
chr12	132806993	133841895
chr13	19020001	86760324
chr13	86910325	112353994
chr13	112503995	114325993
chr13	114425994	114639948
chr13	114739949	115109878
chr14	19000001	107289540
chr15	20000001	20894633
chr15	20935076	21398819
chr15	21885001	22212114
chr15	22262115	22596193
chr15	22646194	23514853
chr15	23564854	27591199
chr15	27591201	27591204
chr15	27591207	29159443
chr15	29209444	82829645
chr15	82879646	84984473
chr15	85034474	102521392
chr16	60001	8636921
chr16	8686922	34023150
chr16	34173151	35285801
chr16	46385802	88389383
chr16	88439384	90294753
chr17	1	296626
chr17	396627	21566608
chr17	21666609	22263006
chr17	25263007	34675848
chr17	34725849	62410760
chr17	62460761	77546461
chr17	77596462	79709049
chr17	79759050	81195210
chr18	10001	15410898
chr18	18510899	52059136
chr18	52209137	72283353
chr18	72333354	75721820
chr18	75771821	78011249
chr18	78011251	78011257
chr18	78011259	78011905
chr18	78011907	78013445
chr18	78013447	78013475
chr18	78013477	78013482
chr18	78013484	78013485
chr18	78013490	78013508
chr18	78013511	78013520
chr18	78013522	78013525
chr18	78013528	78013536
chr18	78013538	78013539
chr18	78013541	78014203
chr18	78014205	78014563
chr18	78014565	78017248
chr19	60001	7346004
chr19	7396005	8687198
chr19	8737199	20523415
chr19	20573416	24631782
chr19	27731783	59118983
chr2	10001	3529312
chr2	3579313	5018788
chr2	5118789	16279724
chr2	16329725	21153113
chr2	21178114	31705550
chr2	31705552	31725939
chr2	31726791	31816827
chr2	31816829	31816854
chr2	31816856	31816858
chr2	31816860	33092197
chr2	33093198	33141692
chr2	33142693	87668206
chr2	87718207	89630436
chr2	89830437	90321525
chr2	90371526	90545103
chr2	91595104	92326171
chr2	95326172	110109337
chr2	110251338	149690582
chr2	149790583	234003741
chr2	234053742	239801978
chr2	239831979	240784132
chr2	240809133	243102476
chr2	243152477	243189373
chr20	60001	26319569
chr20	29419570	29653908
chr20	29803909	34897085
chr20	34947086	61091437
chr20	61141438	61213369
chr20	61263370	62965520
chr21	9411194	9595548
chr21	9645549	9775437
chr21	9825438	10034920
chr21	10084921	10215976
chr21	10365977	10647896
chr21	10697897	11188129
chr21	14338130	33157035
chr21	33157056	33157379
chr21	33157390	40285944
chr21	40285955	42955559
chr21	43005560	43226828
chr21	43227329	43249342
chr21	43250843	44035894
chr21	44035905	44632664
chr21	44682665	44888040
chr21	44888051	48119895
chr22	16050001	16697850
chr22	16847851	19178139
chr22	19178141	19178159
chr22	19178161	19178161
chr22	19178165	19178165
chr22	19178168	19178168
chr22	19178170	19178263
chr22	19178265	19178267
chr22	19178269	19178273
chr22	19178275	19178283
chr22	19178285	19178310
chr22	19178312	19178314
chr22	19178316	19179518
chr22	19179520	19193925
chr22	19193927	19200634
chr22	19200636	19200640
chr22	19200642	19205396
chr22	19205398	19205400
chr22	19205402	19205448
chr22	19205450	20509431
chr22	20609432	50364777
chr22	50414778	51244566
chr3	60001	60104768
chr3	60104770	60190063
chr3	60190065	60830533
chr3	60830535	60830762
chr3	60830765	66170270
chr3	66270271	90504854
chr3	93504855	194041961
chr3	194047252	197962430
chr4	10001	1423146
chr4	1478647	8799203
chr4	8818204	9274642
chr4	9324643	31820917
chr4	31837418	32834638
chr4	32840639	40296396
chr4	40297097	49338941
chr4	49488942	49660117
chr4	52660118	59739333
chr4	59789334	75427379
chr4	75452280	191044276
chr5	10001	17530657
chr5	17580658	46405641
chr5	49405642	91636128
chr5	91686129	138787073
chr5	138837074	155138727
chr5	155188728	180905260
chr6	60001	58087659
chr6	58137660	58780166
chr6	61880167	62128589
chr6	62178590	95680543
chr6	95830544	115539742
chr6	115539744	157559467
chr6	157609468	157641300
chr6	157691301	167942073
chr6	168042074	170279972
chr6	170329973	171055067
chr7	10001	232484
chr7	282485	50370631
chr7	50410632	58054331
chr7	61054332	61310513
chr7	61360514	61460465
chr7	61510466	61677020
chr7	61727021	61917157
chr7	61967158	74715724
chr7	74765725	100556043
chr7	100606044	130154523
chr7	130254524	139379377
chr7	139404378	142048195
chr7	142098196	142276197
chr7	142326198	143347897
chr7	143397898	154270634
chr7	154370635	159128663
chr8	10001	7474649
chr8	7524650	12091854
chr8	12141855	43838887
chr8	46838888	48130499
chr8	48135600	86576451
chr8	86726452	142766515
chr8	142816516	145332588
chr8	145432589	146304022
chr9	10001	39663686
chr9	39713687	39974796
chr9	40024797	40233029
chr9	40283030	40425834
chr9	40475835	40940341
chr9	40990342	41143214
chr9	41193215	41365793
chr9	41415794	42613955
chr9	42663956	43213698
chr9	43313699	43946569
chr9	43996570	44676646
chr9	44726647	44908293
chr9	44958294	45250203
chr9	45350204	45815521
chr9	45865522	46216430
chr9	46266431	46461039
chr9	46561040	47060133
chr9	47160134	47317679
chr9	65467680	65918360
chr9	65968361	66192215
chr9	66242216	66404656
chr9	66454657	66614195
